02358G|52.3946392|-9.180080499999999|9C4G9RV9+VX
02413L|53.1380501|-7.807996899999999|9C5J45QR+6R
02418V|52.1715992|-9.5477977|9C4G5FC2+JV
02428B|52.69483049999999|-8.3222267|9C4HMMVH+W4
02439G|52.9241713|-8.6492567|ZZZ
02452V|51.861849|-8.1270856|ZZZ
02670I|52.5722306|-7.8932312|9C4JH4C4+VP
02707F|51.9008895|-8.5003618|9C3HWF2X+9V
02745N|53.9194496|-6.549706599999999|9C5MWF92+Q4
02793B|54.01992310000001|-6.2201623|ZZZ
02803B|52.1311925|-8.890767799999999|9C4H44J5+FM
02813E|52.67483319999999|-8.6254812|ZZZ
02872U|53.2641698|-6.2294117|9C5M7Q7C+M6
02889O|52.0861865|-7.561983700000001|ZZZ
02905J|53.4442083|-6.803180999999999|ZZZ
02912G|53.9297562|-9.0214293|ZZZ
03132I|52.4605726|-9.7163791|ZZZ
03220F|53.09317650000001|-7.9092669|9C5J33VR+77
03275H|53.8194167|-6.6088869|9C5MR99R+QC
03294L|55.0732323|-8.1267549|ZZZ
03359N|53.28633900000001|-6.294409900000001|9C5M7PP4+G6
03607G|53.1598781|-8.485628|ZZZ
03633H|52.6511444|-6.6538322|9C4MM82W+FF
03704E|52.2184088|-8.476526699999999|ZZZ
03787L|53.8070822|-6.3002002|9C5MRM4X+RW
03898U|52.8903185|-9.0347438|9C4GVXR8+44
03917V|53.3431319|-6.2252579|9C5M8QVF+7V
03924S|54.2529693|-8.9592776|ZZZ
03928D|52.7996527|-9.4200258|9C4GQHXH+VX
03936C|53.699931|-7.3723758|ZZZ
04005G|52.6324305|-7.779967099999999|ZZZ
04054T|52.236282|-8.336495|9C4H6MP7+GC
04062S|52.4486895|-9.4961491|9C4GCGX3+FG
04067F|52.7102172|-8.4187938|ZZZ
04075E|52.5277526|-7.7081838|9C4JG7HR+4P
04077I|52.837568|-6.7821554|9C4MR6Q9+24
04118T|51.9713829|-8.264578199999999|ZZZ
04152T|51.8006517|-8.6850864|9C3HR827+7X
04186N|51.93804180000001|-8.6981482|ZZZ
04210H|53.5607122|-6.6626897|9C5MH86P+7W
04230N|51.9892109|-8.228012999999999|9C3HXQQC+MQ
04442F|51.9531544|-7.941984300000001|9C3JX335+76
04466T|54.08314|-5.95104|ZZZ
04469C|52.3872823|-8.8738823|ZZZ
04487E|54.07886|-8.660128799999999|ZZZ
04506F|53.2606365|-8.932860999999999|ZZZ
04515G|53.275714|-9.053796|9C5G7WGW+7F
04548V|52.7242526|-8.5543906|9C4HPCFW+P6
04578H|51.93198229999999|-8.8591582|9C3HW4JR+Q8
04620D|52.4934094|-8.0190559|9C4HFXVJ+99
04796R|53.7557811|-9.5647561|9C5GQC4P+83
04800F|53.8322125|-7.927311999999999|9C5JR3JF+V3
04802J|54.0552258|-8.7298236|ZZZ
04809A|54.98345430000001|-8.4391756|ZZZ
04919H|52.6995085|-8.7554178|9C4HM6XV+RR
04953H|52.1741854|-8.804743|9C4H55FW+M4
04992R|53.3831938|-6.2673825|9C5M9PMM+72
05062A|53.7246994|-6.8670271|9C5MP4FM+V5
05070W|52.441087|-6.4746565|ZZZ
05115S|53.6223089|-7.6330744|ZZZ
05120L|53.6595962|-9.0749359|9C5GMW5G+R2
05144C|52.4409396|-7.884187499999999|ZZZ
05164I|55.265006|-8.2245634|9C7H7Q8G+25
05220P|53.9410463|-8.166036499999999|ZZZ
05230S|54.8329204|-7.482238400000001|ZZZ
05253H|52.8421732|-8.686002199999999|ZZZ
05257P|51.7488353|-8.7439316|9C3HP7X4+GC
05348S|51.8339385|-9.822846799999999|9C3GR5MG+HV
05477G|51.7583046|-8.7898655|9C3HQ656+83
05501A|53.9583425|-6.6496118|9C5MX952+85
05508O|51.8735331|-8.4448043|9C3HVHF4+C3
05513H|53.68170809999999|-7.2960661|9C5JMPJ3+MH
05548D|52.0067495|-7.6402135|9C4J2945+MW
05565D|51.68724719999999|-9.6648601|9C3GM8PP+V3
05600C|53.2923398|-6.1379416|9C5M7VR6+WR
05627W|53.9156096|-6.969294199999999|ZZZ
05630L|53.5516501|-6.791566100000001|9C5MH625+M9
05636A|51.7171333|-9.1157026|9C3GPV8M+VP
05656G|51.55592439999999|-9.262130299999999|ZZZ
05754G|53.2364658|-8.750364099999999|ZZZ
05756K|53.736857|-9.2428788|ZZZ
05916G|53.47196959999999|-7.323864899999999|9C5JFMCG+QF
05927L|52.5999798|-7.308257499999999|9C4JHMXR+XM
05933G|53.3483439|-6.2715057|9C5M8PXH+89
05940D|51.8959221|-8.4141023|9C3HVHWP+99
05970M|53.3470799|-6.2379557|9C5M8QW6+RR
06028F|54.1166667|-7.0166667|ZZZ
06044D|53.2009746|-8.4566564|ZZZ
06100K|54.05016430000001|-8.1365105|ZZZ
06117E|54.1291448|-6.8306647|9C6M45H9+MP
06176U|53.17927|-6.542196499999999|9C5M5FH5+P4
06200O|53.3089988|-6.1987888|9C5M8R52+HF
06209J|53.0028574|-6.9856706|9C5M2237+4P
06227L|52.2233532|-10.3669691|ZZZ
06295F|52.3539581|-8.6822004|9C4H9839+H4
06342L|51.9547081|-8.6565838|9C3HX83V+V9
06489S|53.5249713|-8.939373999999999|ZZZ
06516S|52.62116349999999|-8.8115252|9C4HJ5CQ+F9
06539H|52.6061271|-8.5722956|9C4HJC4H+F3
06576N|53.8443069|-6.4444325|9C5MRHV4+P6
06621P|52.2987762|-7.0342952|9C4J7XX8+G7
06658P|52.9311708|-8.2390214|9C4HWQJ6+F9
06789H|52.4118657|-7.7114645|ZZZ
06852L|54.0920425|-9.235319700000002|9C6G3QR7+RV
06936R|52.6618831|-8.6163235|9C4HM96M+QF
06959G|52.44746689999999|-6.7245608|9C4MC7WG+X5
06998Q|54.1235639|-7.768897699999998|9C6J46FJ+CC
07006A|52.1669051|-8.73594|9C4H5787+QJ
07054L|54.1380922|-9.163872699999999|9C6G4RQP+6F
07075T|53.5402543|-9.215285699999999|ZZZ
07117J|52.5052703|-8.5076439|ZZZ
07120V|53.4860249|-7.0024289|9C5JFXPX+C2
07143K|54.95635600000001|-7.4571077|9C6JXG4V+G5
07183W|53.11336619999999|-7.3188819|9C5J4M7J+8C
07191V|53.22169179999999|-7.580617900000001|ZZZ
07222G|52.4808365|-8.7079585|9C4HF7JR+8R
07242M|51.9178279|-8.6165928|9C3HW99M+49
07245S|52.5115887|-8.2778402|ZZZ
07246U|53.2084773|-6.1118481|9C5M6V5Q+97
07315N|52.8420655|-8.9817448|9C4HR2R9+R8
07317R|52.36298799999999|-9.163824000000002|9C4G9R7P+5F
07358I|52.3069323|-8.1490531|ZZZ
07374G|53.7452106|-9.2984239|9C5GPPW2+3J
07441S|52.0087143|-7.7721539|9C4J265H+F4
07442U|53.11336619999999|-7.3188819|9C5J4M7J+8C
07455G|53.52256269999999|-8.3257391|ZZZ
07464H|55.0606442|-7.621810699999999|9C7J396H+77
07481H|52.46184179999999|-7.325870900000001|ZZZ
07518E|53.76202379999999|-7.7847989|ZZZ
07546J|53.33684239999999|-6.319065399999999|9C5M8MPJ+P9
07551C|53.1845347|-8.9103888|9C5H53MQ+RR
07626H|55.3360603|-7.2878173|ZZZ
07636K|52.9986259|-7.478820299999999|9C4JXGXC+FF
07651G|51.6260391|-8.8808829|9C3HJ4G9+CJ
07722D|53.42181369999999|-7.942054199999999|9C5JC3C5+P5
07737Q|52.08807059999999|-7.8462735|ZZZ
07751K|54.24957269999999|-6.9713459|ZZZ
07790U|53.0093311|-7.0516426|9C5J2W5X+P8
07841L|52.065541|-9.7294817|9C4G378C+66
07857D|52.6138043|-8.4369437|ZZZ
07900B|52.6468164|-8.951775999999999|9C4HJ2WX+P7
07949I|53.1003753|-7.9143724|ZZZ
07990F|52.1708717|-9.596077|9C4G5CC3+8H
08037Q|53.5336557|-7.794172499999999|ZZZ
08099P|53.2483774|-6.6614967|9C5M68XQ+9C
08100U|53.5329967|-7.1696819|ZZZ
08143P|54.1937636|-7.7047113|ZZZ
08147A|51.8434727|-10.3273002|ZZZ
08221J|52.50453599999999|-6.5566341|9C4MGC3V+R8
08251S|51.8385167|-9.9043117|9C3GR3QW+C7
08302J|53.8017782|-9.521356299999999|9C5GRF2H+PF
08342V|52.6111669|-8.5250427|9C4HJF6F+FX
08379V|53.1125288|-8.287875699999999|9C5H4P76+2R
08390J|54.3051287|-8.1728495|9C6H8R4G+3V
08393P|52.013761|-8.5945138|ZZZ
08419H|52.34342760000001|-8.5188954|9C4H8FVJ+9C
08430S|51.5526685|-9.2604096|ZZZ
08446K|53.37997859999999|-9.1523655|ZZZ
08453H|53.9653527|-7.321645099999999|ZZZ
08490N|53.9924444|-7.3565801|9C5JXJRV+X9
08512U|53.159153|-8.2017784|9C5H5Q5X+M7
08530W|51.7640706|-9.7774158|9C3GQ67F+J2
08572P|52.4228665|-8.649174499999999|9C4HC9F2+48
08673V|53.9226451|-7.8650864|9C5JW4FM+3X
08687J|52.2296714|-9.459352299999999|9C4G6GHR+V7
08791E|52.0513297|-9.4590068|9C4G3G2R+G9
08828B|52.0941821|-8.9734088|9C4H32VG+MJ
08926B|52.567839|-8.784765|9C4HH698+43
08948L|54.0648764|-7.475286700000001|9C6J3G7F+XV
08972I|51.78031739999999|-8.739436099999999|9C3HQ7J6+46
09009Q|54.4831575|-8.1192776|9C6HFVMJ+77
09040K|54.1870795|-9.179341599999999|9C6G5RPC+R7
09069L|53.3763789|-8.942368|ZZZ
09132P|52.5712564|-8.581174599999999|9C4HHCC9+GG
09161W|51.6789948|-9.4437041|9C3GMHH4+HG
09184L|52.2451096|-6.91962|9C4M63WJ+25
09186P|54.2163464|-7.111590899999999|9C6J6V8Q+G9
09190G|52.8020412|-8.3675674|9C4HRJ2J+RX
09191I|53.234317|-7.322592299999999|9C5J6MMG+PX
09209B|52.1742552|-9.7718559|9C4G56FH+P7
09238I|53.7323416|-7.028203|9C5JPXJC+WP
09260B|52.2713096|-9.6999325|ZZZ
09296W|52.5655422|-8.787864899999999|9C4HH686+6V
09302O|51.99481790000001|-9.3131602|ZZZ
09304S|52.0875478|-9.3662793|9C4G3JQM+2F
09306W|52.5209825|-8.7132966|9C4HG7CP+9M
09320Q|52.65814959999999|-6.8399515|ZZZ
09353I|54.0460393|-7.679137099999999|ZZZ
09390O|52.8946892|-9.2808896|ZZZ
09401Q|52.41763419999999|-9.088093800000001|9C4GCW96+3Q
09414C|53.0205013|-6.806147999999999|9C5M25CV+6G
09425H|52.8970743|-9.385334199999999|ZZZ
09432E|52.4793428|-8.162509|9C4HFRHP+PX
09492W|53.6155292|-6.231704499999999|9C5MJQ89+68
09537S|51.71378619999999|-8.6271343|9C3HP97F+G4
09642P|53.3913143|-6.100233999999999|9C5M9VRX+GW
09660R|54.6844234|-8.032760099999999|9C6HMXM8+QV
09691F|54.2747394|-8.9236917|9C6H73FG+VG
09702H|52.5540599|-8.9287608|9C4HH33C+JF
09708T|52.33111779999999|-9.3816275|9C4G8JJ9+C8
09748I|54.9124843|-7.6905796|ZZZ
09750S|53.3096938|-6.2820242|9C5M8P59+V5
09760V|53.19282399999999|-6.1699289|9C5M5RVJ+42
09782I|52.2385586|-9.614344299999999|ZZZ
09815U|52.3156271|-8.9422117|ZZZ
09833W|53.270668|-9.0567905|ZZZ
09837H|51.985706|-9.646616|9C3GX9P3+79
09841V|52.4151097|-9.6875958|ZZZ
09872J|52.0255614|-9.0673704|ZZZ
09878V|51.8911378|-10.2281816|9C3FVQRC+FP
09915B|52.3974388|-8.478998100000002|9C4H9GWC+XC
09927I|52.4593116|-8.7636313|9C4HF65P+PG
09932B|53.3526256|-6.282835899999999|9C5M9P38+3V
09938N|52.2300415|-9.4659594|9C4G6GJM+2J
09967U|52.3437928|-7.417961999999999|9C4J8HVJ+GR
10014Q|52.1249321|-9.5055646|9C4G4FFV+XQ
10047I|51.903175|-8.956614|9C3HW23V+79
10049M|52.0253654|-9.455939599999999|9C4G2GGV+4J
10050U|52.0392638|-9.4739618|9C4G2GQG+PC
10062E|55.1205504|-7.913925099999998|ZZZ
10095T|53.3287621|-8.2269467|ZZZ
10111O|53.1391571|-6.4900493|9C5M4GQ5+MX
10120P|52.37300219999999|-7.9238668|ZZZ
10131U|53.106405|-6.5245405|9C5M4F4G+H5
10146K|53.9748844|-7.4972293|9C5JXGF3+X4
10223C|53.5918533|-7.6971425|9C5JH8R3+P4
10239R|51.7742233|-10.1108589|9C3FQVFQ+MM
10243I|51.70597369999999|-8.8842388|ZZZ
10282S|54.19372000000001|-6.9394|ZZZ
10296G|53.4222981|-6.1347838|9C5MCVC8+W3
10326M|52.234029|-9.554532600000002|ZZZ
10353P|53.2733025|-7.481496399999999|9C5J7GF9+8C
10394G|52.1083268|-9.7876405|9C4G4656+8W
10429W|54.247406|-6.975374200000001|9C6M62WF+XV
10494K|53.2892889|-6.1809426|9C5M7RQ9+PJ
10499U|51.6260801|-8.874350999999999|9C3HJ4GG+C7
10501E|52.552212|-9.5601816|ZZZ
10523O|52.1426691|-8.274201699999999|9C4H4PVG+38
10533R|52.4015639|-7.963147500000001|ZZZ
10544W|53.0139915|-7.146938|ZZZ
10548H|51.68147680000001|-9.4547783|9C3GMGJW+H3
10568N|52.6353725|-9.5963508|ZZZ
10591I|53.3053423|-9.774703599999999|ZZZ
10595Q|54.5341212|-8.2298637|ZZZ
10653E|53.3506649|-6.3456454|9C5M9M23+7P
10675O|53.1987809|-8.7108922|9C5H57XQ+GJ
10683N|53.1982029|-6.467363799999999|9C5M5GXM+73
10724B|51.9478747|-7.8505461|9C3JW4XX+4Q
10739O|51.7046192|-9.0365861|9C3GPX37+R9
10751E|54.1945132|-6.850243300000001|9C6M54VX+RW
10755M|52.1660684|-10.4104008|9C4F5H8Q+CR
10763L|53.03149939999999|-8.9327407|9C5H23J8+HW
10771K|51.8523153|-8.2870222|9C3HVP27+W5
10775S|52.50166669999999|-9.369722200000002|ZZZ
10780L|52.61457249999999|-6.3660711|9C4MJJ7M+RH
10801Q|53.7261886|-6.9407333|9C5MP3G5+FP
10835K|52.8020439|-7.209895399999999|9C4JRQ2R+R2
10857U|53.67951|-7.304309999999999|ZZZ
10863P|53.4138684|-8.3492216|ZZZ
10886E|52.9905351|-8.8942661|9C4HX4R4+67
10929T|52.52380669999999|-8.9370966|ZZZ
10957B|52.4000795|-9.6168595|9C4GC92M+27
10967E|53.7673|-8.488|ZZZ
10991B|52.508177|-8.3359322|9C4HGM57+7J
11039O|53.7910127|-6.8032185|9C5MQ5RW+CP
11067T|52.4156345|-9.3912228|9C4GCJ85+7G
11072M|53.7174655|-6.354801999999999|ZZZ
11135K|52.709864|-6.948539999999999|9C4MP352+WH
11201U|53.8708679|-8.0295025|9C5HVXCC+85
11203B|52.9987461|-7.913614900000001|9C4JX3XP+FH
11205F|54.01336389999999|-7.527651799999998|ZZZ
11234M|52.7615013|-9.385971099999999|9C4GQJ67+JJ
11236Q|52.21448729999999|-9.0037442|9C4G6X7W+QG
11242L|53.78127180000001|-8.5822179|9C5HQCJ9+G4
11245R|57.39470399999999|-3.4499949|ZZZ
11248A|52.16912869999999|-10.289438|ZZZ
11249C|52.06728080000001|-8.5978455|9C4H3C82+WV
11261P|53.30496549999999|-9.5947141|9C5G8C34+X4
11262R|52.3146223|-8.79978|ZZZ
11280T|52.4924934|-9.1488334|9C4GFVR2+XF
11290W|53.270668|-9.0567905|ZZZ
11307N|52.53517|-9.27439|9C4GGPPG+36
11337W|52.1245303|-8.1705176|9C4H4RFH+RQ
11361T|52.3310718|-6.454110699999999|9C4M8GJW+C9
11363A|52.1235207|-9.3774983|ZZZ
11367I|52.8940239|-8.1367563|9C4HVVV7+J7
11372B|52.9015603|-6.050578|9C4MWW2X+JQ
11373D|53.3477585|-9.6194296|ZZZ
11380A|52.5121081|-6.6796887|9C4MG86C+R4
11384I|52.8207157|-7.978845799999999|9C4JR2CC+7F
11405N|52.1060983|-9.6418135|9C4G4945+C7
11409V|54.11730009999999|-7.586307399999999|ZZZ
11419B|51.8854295|-10.36194|ZZZ
11422N|52.4309324|-9.009584199999999|9C4GCXJR+95
11453B|52.61362459999999|-7.580263599999999|9C4JJC79+CV
11466K|53.4826978|-8.107217799999999|9C5HFVMV+34
11470B|52.6250667|-7.5445816|9C4JJFG4+25
11496T|52.3455131|-8.767836899999999|9C4H86WJ+6V
11517B|53.9902405|-7.362817199999999|9C5JXJRP+3V
11525A|53.3693002|-6.256303099999999|9C5M9P9V+PF
11541V|54.0008145|-7.385979900000001|9C6J2J27+8J
11578V|53.3466957|-6.2509863|9C5M8PWX+MJ
11583O|53.4489278|-6.152989499999999|9C5MCRXW+HR
11605V|52.4679247|-7.8313865|9C4JF599+5C
11638N|53.2719359|-6.282270899999999|9C5M7PC9+Q3
11649S|53.0178729|-6.1258971|9C5M2V9F+4J
11669B|53.6037969|-10.0087981|ZZZ
11714D|52.6975859|-9.58992|9C4GMCX6+22
11725I|54.115862|-9.0953017|9C6G4W83+8V
11746Q|52.25554899999999|-10.02099|ZZZ
11765U|52.7308501|-9.5259951|ZZZ
11809O|52.3287777|-8.342559200000002|ZZZ
11834N|53.9395064|-9.440741|9C5GWHQ5+RP
11843O|54.6385085|-8.440813|ZZZ
11872V|52.3479566|-7.4081902|9C4J8HXR+5P
11873A|53.2361462|-6.1277496|9C5M6VPC+FW
11893G|53.1948865|-6.6734889|9C5M58VG+XJ
11894I|53.3283153|-6.2111718|9C5M8QHQ+8G
11931L|51.6334616|-9.2053762|9C3GJQMV+9R
11943S|53.7412503|-8.6355799|ZZZ
11955C|52.52783770000001|-9.0243821|ZZZ
11969N|52.3315887|-7.4038621|9C4J8HJW+JF
11976K|53.4019522|-6.6678212|9C5MC82J+QV
11978O|53.7396677|-7.150937|ZZZ
11986N|52.3298119|-6.4725315|9C4M8GHG+WX
11990E|52.88221679999999|-8.5964229|9C4HVCJ3+VC
11992I|51.8234779|-8.2355132|9C3HRQF7+9Q
12003V|53.41270799999999|-8.0970735|ZZZ
12007G|52.2655751|-7.101734899999999|9C4J7V8X+68
12012W|51.8741412|-8.436590899999999|9C3HVHF7+M9
12014D|53.36034919999999|-6.4356329|9C5M9H67+4P
12015F|52.2589846|-8.8063001|ZZZ
12041G|51.9160438|-8.168809999999999|9C3HWR8J+CF
12068D|53.7252319|-6.8697354|9C5MP4GJ+34
12077E|54.9956825|-7.731372899999999|9C6JX7W9+7F
12095G|53.4891345|-10.0202388|ZZZ
12099O|53.8868399|-7.145344799999999|9C5JVVP3+PV
12106I|53.54495|-9.3641499|9C5GGJVP+X8
12124K|52.7102172|-8.4187938|ZZZ
12136R|53.668767|-7.619686000000001|9C5JM99J+G4
12138V|53.5661312|-8.7923745|ZZZ
12140I|54.2131456|-8.9916444|9C6H6275+78
12147W|51.57114559999999|-8.9104894|9C3HH3CQ+FR
12169J|51.8001961|-8.297444|9C3HRP23+32
12171T|54.1644096|-9.077014499999999|9C6G5W7F+Q5
12173A|53.7033281|-8.9463096|9C5HP333+8F
12180U|52.3483708|-7.718085299999999|9C4J87XJ+8Q
12182B|53.14306149999999|-7.065143099999999|ZZZ
12203G|51.9024951|-8.4866654|ZZZ
12206M|54.1161538|-9.1553044|9C6G4R8V+FV
12231L|52.9552592|-7.554512699999999|ZZZ
12250P|53.5133288|-8.848696|9C5HG572+8G
12259K|51.6951916|-9.9636184|ZZZ
12263B|51.8234798|-8.5783588|9C3HRCFC+9M
12281D|51.86683859999999|-8.2362555|9C3HVQ87+PF
12292I|51.889291|-8.8561854|ZZZ
12294M|53.186464|-7.9953507|ZZZ
12312L|54.07572099999999|-7.086536799999999|9C6J3WG7+79
12339I|53.08765220000001|-9.5832049|9C5G3CQ8+3P
12343W|52.9851285|-7.9231327|9C4JX3PG+3P
12349L|52.3544542|-7.705230299999999|ZZZ
12350T|53.61095|-9.22536|9C5GJQ6F+9V
12354E|52.2599148|-9.569409|9C4G7C5J+X6
12358M|53.4574189|-6.2235648|ZZZ
12368P|52.38499830000001|-9.3013897|9C4G9MMX+XC
12370C|53.09147609999999|-7.9112891|ZZZ
12373I|54.117948|-10.1036446|ZZZ
12382J|52.0944009|-8.048931699999999|9C4H3XV2+QC
12383L|51.5533918|-9.1441097|9C3GHV34+99
12395S|51.9374628|-8.9040027|9C3HW3PW+X9
12413R|52.9901239|-6.626858200000001|9C4MX9RF+27
12446J|52.2537984|-8.3645483|ZZZ
12447L|52.18598600000001|-8.6702517|9C4H58PH+9V
12448N|53.357882|-6.25894|9C5M9P5R+5C
12456M|51.6424508|-8.7641864|9C3HJ6RP+X8
12467R|53.8179141|-9.077598400000001|9C5GRW9C+5X
12473M|51.8909005|-8.4803315|9C3HVGR9+9V
12476S|52.2834423|-7.0667515|9C4J7WMM+97
12488C|53.7690196|-7.1587188|9C5JQR9R+JG
12502Q|53.392755|-9.9169824|ZZZ
12505W|51.8621983|-9.0605709|9C3GVW6Q+VQ
12529N|52.93231230000001|-6.231101199999999|ZZZ
12535I|40.7434799|-73.0359833|87G8PXV7+9J
12537M|53.9968262|-8.528307|9C5HXFWC+PM
12540B|52.8284798|-7.7827532|ZZZ
12554M|53.14895380000001|-6.0706231|9C5M4WXH+HQ
12568A|54.2217306|-9.840759199999999|ZZZ
12569C|54.2842767|-9.7944824|ZZZ
12574S|53.0123571|-8.8669459|9C5H246M+W6
12587E|52.4863601|-9.518590999999999|9C4GFFPJ+GH
12598J|51.5803726|-9.0296174|9C3GHXJC+45
12606F|53.3966943|-8.7901366|9C5H96W5+MW
12613C|52.3870712|-8.387692399999999|9C4H9JP6+RW
12631E|52.6392744|-8.8675225|9C4HJ4QJ+PX
12633I|52.6599309|-9.212447|9C4GMQ5Q+X2
12676D|51.9085415|-8.562249099999999|9C3HWC5Q+C4
12683A|53.7399741|-7.8022222|ZZZ
12685E|51.60539559999999|-9.6230035|ZZZ
12688K|52.9062271|-6.6042155|9C4MW94W+F8
12692B|52.8927758|-7.6456879|9C4JV9V3+4P
12701W|51.948286|-10.2238079|ZZZ
12706J|53.2458275|-9.3821231|9C5G6JW9+85
12736S|53.79286519999999|-7.5840426|9C5JQCV8+49
12741L|52.5478918|-6.6036375|9C4MG9XW+5G
12754U|53.4110685|-7.987598800000001|ZZZ
12755W|53.3185555|-6.2634534|9C5M8P9P+CJ
12767G|53.9715585|-8.412254299999999|ZZZ
12782C|53.46942139999999|-9.1066998|9C5GFV9V+Q8
12788O|53.6460295|-6.6859856|9C5MJ8W7+CJ
12792F|54.1078244|-9.1518578|9C6G4R5X+47
12808R|54.0091103|-9.1381468|ZZZ
12813K|53.8326393|-7.520759200000001|9C5JRFMH+3M
12816Q|54.3131114|-9.8127032|ZZZ
12820H|52.10589359999999|-9.8813614|ZZZ
12832O|52.1083268|-9.7876405|9C4G4656+8W
12834S|52.6579963|-8.6301212|9C4HM959+5X
12841P|52.6506838|-6.551450099999999|9C4MMC2X+7C
12848G|52.62315|-9.6477357|9C4GJ9F2+7W
12875J|52.1141854|-9.8355072|9C4G4577+MQ
12897T|53.82602480000001|-6.8791139|9C5MR4GC+C9
12936D|53.930644|-8.8383224|9C5HW5J6+7M
12938H|53.9178867|-8.7766133|ZZZ
12946G|53.2737695|-9.540452300000002|ZZZ
12954F|53.3688046|-8.889142399999999|9C5H9496+G8
12964I|53.58845729999999|-8.1215799|ZZZ
12967O|51.84086660000001|-9.1255554|9C3GRVRF+8Q
12975N|52.4413934|-9.0672442|ZZZ
12998C|53.32969929999999|-6.8414519|ZZZ
13020D|52.1378868|-7.4671738|9C4J4GQM+54
13026P|52.36134310000001|-8.4687828|ZZZ
13031I|52.354623|-8.6859319|ZZZ
13047A|53.8539906|-8.6309804|ZZZ
13080V|53.8903931|-8.65807|ZZZ
13095L|51.6562759|-9.3590187|ZZZ
